image_path,Detection,has_animal_SAM,Localization
541a8890-3077-ebda-df50-126290e1bf9d.jpg,4,True,"tensor([[2874.4128, 1802.2344, 4483.4434, 2582.2915],
        [ 805.4673, 1855.7844, 1900.7339, 2450.5117],
        [  23.3316, 1800.7783,  606.3734, 2463.9800],
        [1104.3591, 1014.5208, 3493.4167, 2074.5422]], device='cuda:0')"
745b2860-87b2-02ec-c212-341f04084962.jpg,1,True,"tensor([[ -14.8998,  883.7639, 4403.6011, 2948.3357]], device='cuda:0')"
d9c9c7ec-d773-578d-d111-043be1b4c9dc.jpg,1,True,"tensor([[ 724.3845,  616.5466, 4110.9658, 3080.4236]], device='cuda:0')"
a956b326-6cf4-8670-5961-9346317f579f.jpg,2,True,"tensor([[1.8090e+00, 6.9336e+02, 4.4791e+02, 1.8825e+03],
        [7.9754e+02, 7.1120e+02, 3.0580e+03, 2.0073e+03]], device='cuda:0')"
72f4ebdb-b43a-338f-b664-5852ef7551b1.jpg,2,True,"tensor([[ 377.0847,   -2.5712, 2337.4556, 1129.3643],
        [ 382.7894,  198.6137, 1879.1896, 1124.9141]], device='cuda:0')"
3dbc8fa0-7202-2f55-f987-47434fdb74a2.jpg,1,True,"tensor([[-5.9557e+00, -3.3934e+00,  1.7138e+03,  3.7792e+03]], device='cuda:0')"
e6a6208b-fcd4-2966-0a17-645b926c6bb1.jpg,1,True,"tensor([[ 354.5604,  800.5604, 4242.0923, 2894.3052]], device='cuda:0')"
921772dd-5c9d-e01c-29a7-2f87bdca4e30.jpg,3,True,"tensor([[ 577.2612, 2385.9055, 1154.9268, 2839.6228],
        [ 383.1098, 2342.1880,  709.2802, 2800.1829],
        [2493.5247, 2221.2356, 3080.6887, 2502.8638]], device='cuda:0')"
be49fb35-c718-8afb-4490-6990fdd74674.jpg,2,True,"tensor([[3410.4182,  381.9878, 4630.8857, 2399.1038],
        [  75.0258,  481.7636, 3460.2944, 2657.5706]], device='cuda:0')"
cdd3a361-581c-f187-1a7c-2f93c6869474.jpg,2,True,"tensor([[2769.2966,  397.9597, 4644.9858, 2542.0911],
        [ 405.7852,  508.8220, 3557.9941, 3387.3201]], device='cuda:0')"
fa1fc79e-84c1-dc38-d29b-213a8b09ea9e.jpg,1,True,"tensor([[-1.1630e+01,  1.7444e+00,  3.8448e+03,  3.3757e+03]], device='cuda:0')"
384baff6-2c90-0262-7b27-bc7ae72d7769.jpg,3,True,"tensor([[ 4.1919e+03,  1.8487e+03,  4.6100e+03,  3.1638e+03],
        [-3.0143e+00,  8.5040e+02,  1.3254e+03,  2.7974e+03],
        [ 1.0157e+03,  8.3967e+02,  4.1802e+03,  2.8524e+03]], device='cuda:0')"
a001fdce-8417-c607-bf3a-8d19ff5bc632.jpg,1,True,"tensor([[ 721.8318, 1866.5293, 2026.8291, 2689.7783]], device='cuda:0')"
feb88ac1-83b3-8d8d-f706-29856409b903.jpg,1,True,"tensor([[ 376.0760,   71.6256, 3709.7937, 2842.7847]], device='cuda:0')"
34c24b8f-e698-ccb0-b69b-69dd5815aed1.jpg,4,True,"tensor([[2824.8250, 1606.2876, 3780.6235, 2205.5178],
        [ 627.4689, 1481.7532, 1590.0450, 2073.6667],
        [1643.0840, 1535.6305, 2559.2476, 2144.1042],
        [1933.2469,  950.3055, 2085.5452, 1040.2340]], device='cuda:0')"
05268988-71b1-afb6-059c-7dd25728af34.jpg,2,True,"tensor([[ 992.2223,  330.7096, 1902.7198, 1233.5444],
        [ 385.3129,  560.1633, 1194.2656, 1319.1605]], device='cuda:0')"
fe4938ba-52c1-a8c3-bf1e-72805bc3d7b7.jpg,1,True,"tensor([[1123.9580,  680.8494, 4133.6265, 2929.7830]], device='cuda:0')"
a5c7b6f7-2eb2-0ad3-13a5-b8de31c6d2e7.jpg,4,True,"tensor([[-1.3354e-02,  4.1471e+02,  2.0556e+02,  7.9999e+02],
        [ 2.7516e+02,  3.6893e+02,  1.7254e+03,  1.2145e+03],
        [ 1.1131e+03,  2.5146e+02,  1.9356e+03,  1.2136e+03],
        [ 2.9908e+02,  3.2518e+02,  1.7513e+03,  1.2054e+03]], device='cuda:0')"
090362d8-8283-d69a-9bb9-a0de8bfdcf08.jpg,6,True,"tensor([[2252.5183,  985.3397, 2317.5659, 1057.7921],
        [ 657.1153,  903.3911,  733.7313,  950.3338],
        [  -4.7512, 1888.8956,   59.8064, 2013.1416],
        [ 708.2309,  801.7347, 3314.9727, 2470.5876],
        [4494.2612,  857.3136, 4587.8301,  929.5957],
        [2332.4380,  856.9887, 2441.8625,  948.6592]], device='cuda:0')"
779557db-12c9-fa21-6738-7ab99eae75f5.jpg,2,True,"tensor([[2311.2024, 1963.1431, 3484.0679, 4091.8074],
        [1288.6108, 1787.2281, 2457.2832, 4347.4258]], device='cuda:0')"
d04fc3f7-0216-a154-7e31-8ad8ade71e0f.jpg,3,True,"tensor([[-3.4286e+00,  1.8682e+03,  3.6531e+02,  2.2690e+03],
        [ 9.2141e+02,  1.1634e+03,  3.7187e+03,  2.5137e+03],
        [ 2.9824e+03,  2.0727e+03,  3.2086e+03,  2.2120e+03]], device='cuda:0')"
047d1698-cf54-406d-0aac-c6445753d633.jpg,5,True,"tensor([[2982.1150, 1320.3920, 3453.1213, 1729.5687],
        [2442.6863,  749.9528, 2618.9258,  862.7751],
        [2377.6646, 2767.2166, 2882.9297, 3482.6704],
        [  83.1695, 2640.4946,  774.5972, 3211.1665],
        [1595.7970, 2229.5811, 2150.0273, 3103.9038]], device='cuda:0')"
f2fa7a0a-4c84-2433-d98e-3b253698507b.jpg,1,True,"tensor([[ 409.6812,  587.5101, 2894.8193, 3458.3059]], device='cuda:0')"
0c1ece59-9adb-4278-bf57-027c8a80d9f5.jpg,1,True,"tensor([[ 328.3194, 1864.3843, 2717.3650, 3452.7664]], device='cuda:0')"
4dc0ccf1-3c32-f138-d08b-8f870290a168.jpg,1,True,"tensor([[ 838.7700,  658.8033, 3454.5989, 2660.5757]], device='cuda:0')"
0cd1fc30-d280-0bf1-bc12-2c5827cf6d37.jpg,1,True,"tensor([[1488.2814,  496.6457, 3665.4414, 2920.3403]], device='cuda:0')"
ee7a9a88-1f46-b53f-a088-e665a343aff6.jpg,1,True,"tensor([[2360.9114, 2351.5376, 2495.4451, 2530.1682]], device='cuda:0')"
89056e83-64ae-a592-6e62-a93013d60588.jpg,1,True,"tensor([[ 180.8122,  516.3046, 3725.5190, 2877.9180]], device='cuda:0')"
8efd4c86-68ec-7548-6c9b-fffda66c6469.jpg,1,True,"tensor([[ 974.9061,  487.8186, 3689.4272, 3447.6086]], device='cuda:0')"
2ad659b4-2002-013a-8809-a7f48fa545ba.jpg,2,True,"tensor([[ -13.4213,  804.4217, 1438.6564, 2710.4451],
        [ 676.1173,  698.9225, 3682.7715, 2923.7771]], device='cuda:0')"
62e9e98c-3440-3842-cd62-d561a3671372.jpg,12,True,"tensor([[ 2.1323e+03,  2.5020e+03,  2.5478e+03,  2.8649e+03],
        [ 1.1348e+03,  2.4729e+03,  1.9909e+03,  2.7788e+03],
        [ 1.4551e+03,  2.5028e+03,  2.1489e+03,  2.9293e+03],
        [ 4.2860e+03,  2.4745e+03,  5.0584e+03,  3.0839e+03],
        [-1.6866e+00,  2.3779e+03,  6.4499e+02,  2.9224e+03],
        [ 9.4366e+02,  2.5047e+03,  1.3273e+03,  2.7553e+03],
        [ 4.5266e+03,  2.4840e+03,  5.3799e+03,  3.0254e+03],
        [ 5.1774e+03,  2.4569e+03,  5.4737e+03,  2.8460e+03],
        [ 2.4223e+03,  2.5068e+03,  3.2922e+03,  2.9644e+03],
        [ 3.1886e+03,  2.5490e+03,  3.9629e+03,  3.0167e+03],
        [ 3.9617e+03,  2.4799e+03,  4.5795e+03,  3.0766e+03],
        [ 7.0878e+02,  2.4103e+03,  1.4444e+03,  2.7906e+03]], device='cuda:0')"
e16f7cc8-388c-f171-009f-0b511a220990.jpg,1,True,"tensor([[ 823.3513,  574.9572, 2039.7683, 1276.6304]], device='cuda:0')"
c0ed5127-ccef-d4c5-8e0c-5296c6dde476.jpg,1,True,"tensor([[ 812.7258,  775.8200, 1542.5492, 1289.3888]], device='cuda:0')"
504d5f0d-e703-0e9e-76ab-962b13946a33.jpg,1,True,"tensor([[ 732.8951,  622.6967, 2471.9131, 2972.1902]], device='cuda:0')"
6c733709-7df7-ed95-25cc-1f7ed16de803.jpg,4,True,"tensor([[ 166.6456,  666.2610, 1309.7229, 2328.1753],
        [ -20.4340,  999.6168, 1785.7583, 2641.2927],
        [ 209.5646,  344.1366, 2967.4810, 2433.7153],
        [ 853.7941,  735.6107, 4140.0176, 2793.4170]], device='cuda:0')"
7e4c6727-3c96-0e8f-8886-d24a844aca45.jpg,3,True,"tensor([[ 2.7003e+03,  1.7054e+03,  3.8206e+03,  2.6907e+03],
        [-3.0868e+00,  2.0371e+03,  7.3391e+02,  2.6613e+03],
        [ 1.4389e+03,  1.8644e+03,  2.7480e+03,  2.6969e+03]], device='cuda:0')"
ca3935f9-f50b-0df0-95c0-ce5b2521b224.jpg,1,True,"tensor([[ -22.2829,   65.7812, 3590.8804, 2263.7439]], device='cuda:0')"
13a161a6-ca7d-34a6-132e-e8d7a1467b71.jpg,2,True,"tensor([[2.8810e+00, 7.8623e+02, 3.1257e+03, 2.9959e+03],
        [5.6981e+02, 1.0384e+03, 4.5304e+03, 3.2703e+03]], device='cuda:0')"
09a0225b-4925-7a58-a110-90d58f73ff87.jpg,10,True,"tensor([[ 3.6311e+03,  9.8816e+01,  4.1091e+03,  5.1482e+02],
        [ 3.2647e+03,  1.9545e+02,  3.5080e+03,  5.2578e+02],
        [-2.3774e+00,  4.4152e+02,  1.0076e+02,  6.9844e+02],
        [ 2.9339e+03,  1.0278e+03,  4.0357e+03,  1.9102e+03],
        [ 4.3993e+03,  9.7950e+02,  4.6230e+03,  1.5224e+03],
        [ 4.1614e+02,  1.1351e+03,  1.5136e+03,  1.9726e+03],
        [ 1.3840e+03,  1.4918e+02,  2.0959e+03,  6.5113e+02],
        [ 1.8356e+03,  1.1787e+03,  2.7573e+03,  1.9513e+03],
        [ 3.6163e+03,  1.0506e+02,  3.7846e+03,  4.1204e+02],
        [ 2.9353e+03,  1.1158e+03,  3.4382e+03,  1.5595e+03]], device='cuda:0')"
e4cfcdff-e6ed-7236-0d98-894a4638caa9.jpg,4,True,"tensor([[2056.1433,  458.3931, 2598.1384, 1197.2610],
        [ 934.2891,  449.1019, 1509.5057, 1290.5499],
        [2473.9570,  615.5859, 2607.6770, 1108.5786],
        [ 322.0918,  464.7841, 1457.3394, 1330.1373]], device='cuda:0')"
e3f146cc-7670-a6d1-fd90-67093d48e151.jpg,1,True,"tensor([[1551.6747,  239.7971, 3269.2954, 3458.7949]], device='cuda:0')"
2c308cd9-e4e2-c235-5c1c-b9e18e7ec069.jpg,1,True,"tensor([[  -9.6795,   -3.7047, 3135.8765, 2324.2837]], device='cuda:0')"
f43e0e94-f5af-5023-c585-17c1038f60ac.jpg,3,True,"tensor([[1270.0931,  630.8328, 1494.1071,  773.4963],
        [  -5.2114,  657.2197,  788.0156, 1503.6471],
        [ 318.6183,  667.6018, 1913.7379, 1569.1608]], device='cuda:0')"
47b030d4-8b57-79d8-e594-c6529e48e2a3.jpg,1,True,"tensor([[1055.4973, 1208.6125, 1938.8871, 3883.7566]], device='cuda:0')"
89840847-7a2d-4eda-3ec4-4ac59919a1fe.jpg,17,True,"tensor([[ 3.1965e+03,  2.5922e+03,  3.4841e+03,  2.7902e+03],
        [ 2.4353e+02,  2.7130e+03,  4.6719e+02,  2.9031e+03],
        [ 1.5568e+03,  2.6752e+03,  1.8148e+03,  2.8694e+03],
        [ 3.6446e+03,  2.5885e+03,  3.9860e+03,  2.7542e+03],
        [ 2.1697e+03,  2.6521e+03,  2.3337e+03,  2.7285e+03],
        [ 4.4540e+03,  2.6011e+03,  4.6040e+03,  2.7369e+03],
        [ 2.1743e+03,  2.6591e+03,  2.4347e+03,  2.8100e+03],
        [ 4.1902e+03,  2.6080e+03,  4.2940e+03,  2.7604e+03],
        [ 3.0763e+01,  2.7210e+03,  3.1052e+02,  2.9109e+03],
        [ 1.8002e+03,  2.6781e+03,  1.9539e+03,  2.8512e+03],
        [ 7.6446e+02,  2.7050e+03,  1.1462e+03,  2.9037e+03],
        [ 9.9512e+02,  2.6931e+03,  1.3432e+03,  2.8960e+03],
        [ 2.5003e+03,  2.6415e+03,  2.8090e+03,  2.8364e+03],
        [-3.3553e+00,  2.7567e+03,  2.5345e+01,  2.9318e+03],
        [ 2.7731e+03,  2.6486e+03,  3.2953e+03,  2.9049e+03],
        [ 1.9429e+03,  2.6373e+03,  2.1684e+03,  2.8754e+03],
        [ 3.1383e+03,  2.6634e+03,  3.4117e+03,  2.9010e+03]], device='cuda:0')"
d5ed6a72-a4ed-afb5-8049-31686a1a427c.jpg,2,True,"tensor([[1921.2332, 1062.9803, 2039.5308, 1158.7034],
        [ 916.5818,  826.8722, 1781.8829, 1396.5350]], device='cuda:0')"
43814c0e-8fba-d025-187a-a4bc4e36a1d8.jpg,1,True,"tensor([[1150.9012,  451.4842, 4105.1201, 3446.9980]], device='cuda:0')"
5bd937ff-b25e-c502-5a82-4c0bbf6eaf40.jpg,5,True,"tensor([[  -6.2464,  444.0025,  219.9185,  886.4640],
        [ 943.4089,  714.8619, 1045.2822,  830.9927],
        [ 842.6216,  723.6909,  962.1196,  828.7985],
        [  84.4069,  481.0041,  358.8775,  880.5350],
        [ 495.1111,  622.6713, 3280.2737, 2596.7246]], device='cuda:0')"
33cc3f11-16f7-2ecf-3a7b-50324295ad0a.jpg,3,True,"tensor([[2821.0974,   -5.9965, 4630.8774, 3170.4404],
        [ 359.3887,   73.0356, 4279.2422, 3264.7307],
        [ -17.7840,  -23.1423, 2980.3921, 3180.6702]], device='cuda:0')"
22827c7b-53ec-e2a5-c7d8-9f73056b812f.jpg,2,True,"tensor([[3048.5022,  266.0457, 4591.9346, 2317.0679],
        [ 974.8323,  703.9868, 3997.7793, 2802.3630]], device='cuda:0')"
9fbee38a-83f5-f788-e8d5-23da77051717.jpg,1,True,"tensor([[-2.2990e+00,  1.5454e+02,  4.2410e+03,  3.4598e+03]], device='cuda:0')"
aa40b951-cb7a-0ce3-bca5-99b83451d0f6.jpg,2,True,"tensor([[ 930.2045,  870.6395, 3118.7112, 2174.9963],
        [2422.2869,  348.6109, 3806.1702, 1173.7333]], device='cuda:0')"
c2962f92-3c39-3be4-f56e-a82bc49610c6.jpg,4,True,"tensor([[ 1.2469e+03, -1.4327e-01,  3.4097e+03,  2.5986e+03],
        [ 3.7812e+03,  4.0819e+02,  4.6242e+03,  2.5686e+03],
        [ 2.8195e+03,  4.1893e+02,  3.3955e+03,  7.4247e+02],
        [ 3.9855e+03,  5.1879e+02,  4.6219e+03,  9.3969e+02]], device='cuda:0')"
aa0e81c5-b50e-3c69-5be4-1dd53894be56.jpg,0,False,"tensor([], device='cuda:0', size=(0, 4))"
ff7848b1-d40a-2f60-a9e9-ba65595721e8.jpg,5,True,"tensor([[2160.6155,  600.8834, 4368.9795, 2410.7932],
        [4128.6426,  494.2254, 4634.1426, 2473.1582],
        [ -11.8582,  832.1132,  711.5532, 2022.2943],
        [  -9.7112,  549.5947, 1593.6550, 2039.2395],
        [ 468.6051,  541.2527, 2918.8916, 2457.9670]], device='cuda:0')"
7c6c506b-9209-69fa-b261-2d7edc1dffcf.jpg,4,True,"tensor([[2283.9497,  471.2366, 2598.1643, 1393.5999],
        [ 102.9159,  542.4348, 1135.1451, 1145.6512],
        [  -5.0163,  172.5651,  587.3153, 1339.0773],
        [ 379.0524,  435.2693, 1995.0193, 1391.0051]], device='cuda:0')"
1e64374e-b85e-baaa-983c-e0c86e38ebf2.jpg,3,True,"tensor([[ 502.7396,  381.5464, 1567.9008, 1386.2452],
        [1840.7424,  564.3321, 2234.1968, 1301.3308],
        [1281.6632,  549.6093, 1778.9620, 1440.0585]], device='cuda:0')"
81e87a60-f438-a4e8-23c1-705305f2152b.jpg,3,True,"tensor([[3434.4561, 2464.8059, 4282.1030, 2778.8848],
        [ 473.5782, 1814.0864,  604.6194, 1952.3752],
        [2613.5723, 2053.0078, 2817.6055, 2129.8452]], device='cuda:0')"
f2af929d-fb4e-a569-de78-f8d1bbea8f08.jpg,8,True,"tensor([[ 180.3801,  389.3409,  229.3928,  422.9835],
        [  -3.3958,  379.5404,   20.1926,  417.3028],
        [2443.0583, 1681.4485, 2505.2700, 1784.2456],
        [ 489.4141,  413.4327,  547.5148,  452.3752],
        [ 891.1053,  443.0528,  934.2357,  461.1937],
        [ 230.9710,  509.2181, 2088.7246, 1807.9326],
        [2455.9658,  476.6845, 2503.4514,  499.4521],
        [1392.8257,  440.9325, 1440.2993,  470.6599]], device='cuda:0')"
ffcb81d9-754b-383f-54b4-7c9ad5c6e4cf.jpg,1,True,"tensor([[1857.3456, 1933.1233, 3208.0938, 3196.8640]], device='cuda:0')"
782cd9e6-416e-4d05-4e54-bd4b7aa8327a.jpg,8,True,"tensor([[2961.6880, 1702.4939, 4065.8728, 2656.0488],
        [ 506.3104, 1900.8354, 1589.5499, 2685.5222],
        [2913.6926, 1698.0496, 4131.9854, 2520.9917],
        [3966.3652, 1895.6179, 4615.2998, 2270.9128],
        [  60.7223, 1870.8496,  408.3458, 2273.5193],
        [3484.2988, 1894.1670, 4619.1431, 2520.1133],
        [1936.8951, 1873.0183, 3180.0212, 2505.1235],
        [3455.2854, 1687.6454, 4137.2798, 2532.2842]], device='cuda:0')"
7c01a0ef-3cba-81b1-b9c8-8c63969d97c9.jpg,2,True,"tensor([[1294.7128, 1645.0253, 4088.4307, 3449.4573],
        [  -9.5524, 1465.9382, 1453.2045, 3427.8386]], device='cuda:0')"
007878db-802d-9725-59f8-f7c5067b7e91.jpg,5,True,"tensor([[3423.7715, 1083.9475, 4331.1016, 1567.3029],
        [ 360.0217,  936.6882, 2803.6660, 2291.2134],
        [1393.7358,  930.9088, 1718.8153, 1086.7815],
        [  74.8948,  988.5889,  603.4223, 1497.0537],
        [4090.8845, 1073.3024, 4622.2993, 1544.6299]], device='cuda:0')"
aba3e74b-7caf-8a6d-245f-ff40d5076d34.jpg,1,True,"tensor([[1263.4806,  815.1843, 4158.1094, 2827.7791]], device='cuda:0')"
5ceb64f1-77da-14f6-8b65-d41b20eefa1c.jpg,2,True,"tensor([[1056.0918,  784.6971, 2609.7014, 2824.3918],
        [1548.2684,  948.2957, 3297.2239, 2887.8418]], device='cuda:0')"
200573a5-d27e-e959-3510-286fd0575a1c.jpg,1,True,"tensor([[  -2.2162,  497.9028, 1828.0553, 1544.6489]], device='cuda:0')"
9d787858-e089-0c2c-0d36-b93bfc380e94.jpg,1,True,"tensor([[ 500.8711,  578.4803, 3574.1021, 2968.7373]], device='cuda:0')"
d6b2ed80-2798-1da6-4352-76a0450e7b4a.jpg,1,True,"tensor([[ 763.4714,  903.2371, 3620.4407, 2602.4868]], device='cuda:0')"
14ab726a-c956-43f5-3405-d6747f9bc2df.jpg,1,True,"tensor([[ 509.6643,  175.0678, 4298.8608, 2930.4888]], device='cuda:0')"
7ef9e797-c509-6235-b096-c7285ffefabd.jpg,3,True,"tensor([[3659.0603,  719.2772, 4612.7866, 2543.6006],
        [ -16.4297, 1281.4858,  146.8646, 2220.7261],
        [1258.1155,  685.7324, 3767.2673, 3154.4421]], device='cuda:0')"
a9d52930-e6bb-fc60-892d-87d96f7362a7.jpg,2,True,"tensor([[ 1.2176e+03,  4.7369e+02,  2.4641e+03,  1.1403e+03],
        [-6.0941e-01,  2.6341e+02,  1.9358e+03,  1.1949e+03]], device='cuda:0')"
2369c13d-02d4-bf4a-0e8f-8202c0ecd0c8.jpg,4,True,"tensor([[-8.9496e-02,  5.5842e+02,  1.5847e+02,  7.6645e+02],
        [ 1.2579e+02,  6.2253e+02,  1.9809e+03,  1.6787e+03],
        [ 1.5376e+03,  5.0712e+02,  1.7415e+03,  8.1469e+02],
        [ 1.5111e+03,  6.9376e+02,  1.7409e+03,  8.1679e+02]], device='cuda:0')"
243f1032-9958-3418-3de6-d54c04749fa9.jpg,1,True,"tensor([[ 697.1124,  569.9375, 2733.1182, 3323.7639]], device='cuda:0')"
92e45934-7914-5d50-e470-f206030b88b5.jpg,2,True,"tensor([[3144.1140,  657.8323, 4613.5957, 2351.6553],
        [ 937.8250,  235.1808, 4238.9570, 2481.3271]], device='cuda:0')"
ec2b2d57-0a91-b42e-cda8-1f09ed7617ca.jpg,3,True,"tensor([[ 2.2034e+02,  6.2665e+02,  8.5738e+02,  1.2184e+03],
        [-2.0572e+00,  3.3730e+02,  3.1516e+02,  1.3318e+03],
        [ 3.8663e+02,  3.2484e+02,  2.4903e+03,  1.5601e+03]], device='cuda:0')"
3d697025-9bb4-50b2-6b0e-2bd3f397030e.jpg,2,True,"tensor([[ -14.6421, 1337.1107,  359.7460, 2339.1458],
        [ 234.5543,  336.7743, 4519.6528, 2724.2590]], device='cuda:0')"
9da30b46-17e5-a322-8eaf-00414b792611.jpg,3,True,"tensor([[ 824.6360,  843.2200, 2146.7300, 3680.2903],
        [2099.4395, 2869.1011, 2379.5249, 3284.3171],
        [1369.6567, 2382.5066, 2051.5142, 3701.1995]], device='cuda:0')"
f0045504-1cee-b8ca-e6cb-763e0704a3b0.jpg,3,True,"tensor([[1776.1042, 1581.1030, 2942.5144, 2672.4302],
        [3165.9399,  710.7269, 3270.0762,  799.9050],
        [3830.5088,  631.9319, 3880.2180,  699.3688]], device='cuda:0')"
0989ac85-84e5-4dd2-407c-2d4317d7a1a6.jpg,3,True,"tensor([[4272.4297,  -10.6394, 4619.2061, 1338.4015],
        [  84.6390, 2863.9109,  245.9545, 3015.9746],
        [1105.1068, 1544.6578, 3055.8926, 2946.8005]], device='cuda:0')"
dc2345d6-2816-e89e-5fdb-db304a3d4035.jpg,1,True,"tensor([[ 304.7012,   50.9576, 2591.5437, 1285.8336]], device='cuda:0')"
22f9dcbd-070b-d76e-88cf-236a4e03d8ad.jpg,2,True,"tensor([[1909.0073,  794.0129, 2599.4170, 1943.0229],
        [ 166.9344,  809.0734, 2467.2664, 1941.7002]], device='cuda:0')"
29010e1a-32ea-8b0e-d11a-b18270d4ae93.jpg,3,True,"tensor([[3906.1978, 1859.0192, 4453.6782, 2225.8411],
        [1282.5187, 1771.7756, 1852.0918, 2214.5190],
        [1498.7336, 1934.5145, 1846.4209, 2178.5928]], device='cuda:0')"
d36862b7-ecf4-25e6-67f8-87c15a7e272c.jpg,1,True,"tensor([[ 424.1882,  806.7422, 3257.0420, 2591.0347]], device='cuda:0')"
c91eaa7c-5e62-7441-9b74-d54b7883e359.jpg,1,True,"tensor([[1072.4004,  821.0604, 4219.1929, 3229.9600]], device='cuda:0')"
72a77712-65cb-e96d-d05b-d2070fc7963c.jpg,2,True,"tensor([[1887.6975,  196.1449, 1958.9851,  400.5448],
        [1067.4507,  120.5877, 2750.4224, 3252.3708]], device='cuda:0')"
b26ceff8-65af-b504-04e0-b213b8d5fd8a.jpg,6,True,"tensor([[ 1.9904e+03,  8.0047e+02,  4.2369e+03,  2.1797e+03],
        [ 3.3553e+02,  9.2591e+02,  2.2402e+03,  2.3942e+03],
        [ 1.1031e+03,  4.4307e+02,  1.3472e+03,  5.9888e+02],
        [-3.6055e+00,  5.4184e+02,  8.3477e+02,  1.6661e+03],
        [ 2.0226e+02,  3.9072e+02,  3.2756e+02,  5.4727e+02],
        [ 1.4188e+03,  4.1605e+02,  1.8153e+03,  5.9855e+02]], device='cuda:0')"
2367a36b-2adc-0bc9-4eda-12bf0d1f15d8.jpg,1,True,"tensor([[ 961.9026,  849.2449, 3836.0137, 2719.4448]], device='cuda:0')"
c76c2c60-cb56-500b-39aa-cb3c184c70b3.jpg,1,True,"tensor([[ 764.7640,  386.1422, 3333.7556, 3133.6941]], device='cuda:0')"
c0d9c4f8-a8a6-0819-5256-449e553cfdf7.jpg,1,True,"tensor([[2693.1445, 1842.5355, 3336.8494, 2278.7095]], device='cuda:0')"
f0f7f77e-3f0b-8c78-d42c-512c76f8b00c.jpg,1,True,"tensor([[ 531.1901, 1185.6707, 2829.7747, 3863.6594]], device='cuda:0')"
2ad17502-6860-c015-bab3-111d5dd549e5.jpg,2,True,"tensor([[  12.5684, 1881.4327, 1626.9539, 2684.1636],
        [  -5.4535,  755.5747, 3578.5859, 3015.9678]], device='cuda:0')"
b43fd723-54c9-8992-8bc8-9a2be578e96b.jpg,1,True,"tensor([[ 907.3432, 1114.1478, 3175.9844, 2240.0203]], device='cuda:0')"
84d79400-5975-c8e1-f24a-f78f6c64d7a3.jpg,2,True,"tensor([[3913.0044, 2400.3508, 4207.2017, 2849.2058],
        [1688.0189, 1039.1722, 3842.2600, 2850.0410]], device='cuda:0')"
919498db-e2a5-ed6d-c563-38189429b8df.jpg,1,True,"tensor([[1153.4755,  398.9776, 2131.4084, 1436.7925]], device='cuda:0')"
4cd1d849-0684-3ea4-0e52-b97f9f63c8f3.jpg,4,True,"tensor([[-2.1756e+01,  8.1512e+02,  8.0548e+02,  2.4781e+03],
        [ 2.7736e+00,  5.0158e+02,  1.8960e+03,  2.5990e+03],
        [ 1.8849e+02,  2.5742e+02,  4.6094e+03,  2.6913e+03],
        [ 2.3731e+03,  1.4396e+03,  4.2599e+03,  2.6350e+03]], device='cuda:0')"
84a5d58e-92cb-8823-be65-b970ded2f42f.jpg,0,False,"tensor([], device='cuda:0', size=(0, 4))"
c9f72cec-b3bc-26e5-160d-ae7fbd96d28b.jpg,1,True,"tensor([[ 636.2330,  604.6007, 1997.0070, 1081.5029]], device='cuda:0')"
33357c7e-8b45-4e83-9884-1a00a54558b1.jpg,1,True,"tensor([[ 632.9148, 1174.2750, 3393.7153, 2760.7190]], device='cuda:0')"
7fb70a40-adc5-02d1-7a5e-739adf14b54b.jpg,1,True,"tensor([[1179.8812,  542.1033, 4149.5942, 2324.4414]], device='cuda:0')"
73597afe-f8e4-0197-2022-d9924d83ab02.jpg,2,True,"tensor([[1203.8893,  610.9323, 2594.7705, 1280.0765],
        [ 261.7326,  406.7278, 1190.0133, 1205.6169]], device='cuda:0')"
fe67860f-2abe-7535-ec1b-5ca416c08db9.jpg,1,True,"tensor([[1379.4507,  720.3708, 4251.2905, 2455.3372]], device='cuda:0')"
7f5d3ab1-4889-d27c-f7eb-68fd86815b32.jpg,7,True,"tensor([[ -10.6756,  343.3658,  991.8027, 2712.8601],
        [2657.1709,  818.9381, 3035.5471, 1718.3999],
        [  19.3688,  -12.8172, 3188.4966, 2773.9365],
        [3063.9897,  -15.7884, 4548.1992, 2174.9514],
        [2645.8452,  -13.9041, 4544.5752, 2175.0286],
        [2653.9971,  -10.3686, 4585.3369, 2146.5095],
        [3572.7842,   -9.2725, 4619.4468, 2068.5537]], device='cuda:0')"
003339cb-083c-2254-9f81-544bb54293a8.jpg,2,True,"tensor([[1.7607e+03, 9.2952e+02, 2.5958e+03, 1.9442e+03],
        [2.5577e-01, 5.1791e+02, 2.2577e+03, 1.9439e+03]], device='cuda:0')"
93516660-d9f8-93c7-5756-08592c5d74c1.jpg,1,True,"tensor([[ 598.2296,  306.5843, 4117.4189, 2890.2004]], device='cuda:0')"
0e9bae4f-d76e-9d03-2dc2-3b1fe6465e96.jpg,1,True,"tensor([[1667.2800,  637.9114, 2978.4595, 2921.6340]], device='cuda:0')"
d8d15e81-b88d-c5dc-46dc-0904783abf41.jpg,1,True,"tensor([[ 173.4008,  751.9475, 4160.7373, 2742.7512]], device='cuda:0')"
7399bca5-4d8b-bbc6-30d9-3a2e3e756065.jpg,2,True,"tensor([[1604.6871,  335.5799, 4619.4702, 2482.9949],
        [ 903.3986, 1049.4308, 1976.7146, 2579.4495]], device='cuda:0')"
